"locus"	"product"	"p_id"	"AP"	"GP"
Bd3096	malonyl CoA-acyl carrier protein transacylase	NP_969865.1	1.593744517	4.271560768
Bd3097	hypothetical protein	NP_969866.1	6.352005172	12.1604793
Bd3098	ABC-type multidrug transporter| ATPase and	NP_969867.1	91.85804663	16.63502186
Bd3099	hypothetical protein	NP_969868.1	1035.106545	12.30832708
Bd3100	hypothetical protein	NP_969869.1	1590.42768	22.00782396
Bd3101	putative transcriptional regulator	NP_969870.1	6859.220588	248.2538613
Bd3102	hypothetical protein	NP_969871.1	349.9249072	129.9820121
Bd3103	ABC-type phosphonates transport system permease	NP_969872.1	26.50648775	34.47665301
Bd3104	phosphonate ABC transporter ATP-binding	NP_969873.1	3.075561937	10.30391758
Bd3105	phosphonates-binding protein	NP_969874.1	2.028013157	23.78026616
Bd3106	hypothetical protein	NP_969875.1	0.409449811	56.24221678
Bd3107	putative methyltransferase	NP_969876.1	0	13.86794386
Bd3108	helicase	NP_969877.1	0	11.54026618
Bd3109	hypothetical protein	NP_969878.1	0.641558302	6.448152242
Bd3111	hypothetical protein	NP_969879.1	0	1789.783962
Bd3112	30S ribosomal protein S4	NP_969880.1	1.445808423	1769.611567
Bd3114	hypothetical protein	NP_969881.1	3.662714671	601.2804267
Bd3115	hypothetical protein	NP_969882.1	0	52.72707823
Bd3116	hypothetical protein	NP_969883.1	2.980019333	55.9094226
Bd3117	HD-hydrolase domain-containing protein	NP_969884.1	7.217031244	38.89648637
Bd3118	hypothetical protein	NP_969885.1	4.599299244	83.20766318
Bd3119	hypothetical protein	NP_969886.1	5.112926571	87.93199375
Bd3120	ABC-type organic solvent transporter|	NP_969887.1	4.388873789	112.4844336
Bd3121	ABC-type organic solvent transport system	NP_969888.1	7.109975537	124.3945501
Bd3123	ABC-type organic solvent resistance transport	NP_969889.1	3.649443965	89.25395272
Bd3124	hypothetical protein	NP_969890.1	3.998993685	69.50030758
Bd3125	sensor histidine kinase	NP_969891.1	2.634648883	78.08275569
Bd3126	sensor histidine kinase	NP_969892.1	3.889500599	137.9469551
Bd3127	L-aspartate oxidase	NP_969893.1	0.561661636	53.31511256
Bd3128	hypothetical protein	NP_969894.1	1.063992818	156.8444919
Bd3129	hypothetical protein	NP_969895.1	4.049232299	83.09151625
Bd3130	short-chain dehydrogenase	NP_969896.1	21.77830345	179.8013726
Bd3131	ribonuclease H	NP_969897.1	9.538319455	178.9525079
Bd3132	hypothetical protein	NP_969898.1	633.2833666	40.49439608
Bd3133	hypothetical protein	NP_969899.1	16.66922082	10.69394263
Bd3134	hypothetical protein	NP_969900.1	2.670729447	5.112928798
Bd3135	hypothetical protein	NP_969901.1	0.391924722	0
Bd3137	hypothetical protein	NP_969902.1	5.353112309	9.688640887
Bd3138	ABC-type transporter involved in lipoprotein	NP_969903.1	12.92316308	70.0374775
Bd3139	exonuclease RexA	NP_969904.1	82.23848193	56.91176698
Bd3140	putative exonuclease	NP_969905.1	137.2207008	188.795459
Bd3141	hypothetical protein	NP_969906.1	1226.518434	48.85382905
Bd3142	hypothetical protein	NP_969907.1	1038.33439	10.41522533
Bd3143	hypothetical protein	NP_969908.1	422.2792382	17.37564421
Bd3144	hypothetical protein	NP_969909.1	5394.829156	9.801548153
Bd3145	hypothetical protein	NP_969910.1	27.35415715	11.99072642
Bd3146	hypothetical protein	NP_969911.1	143.8923621	32.13840959
Bd3147	hypothetical protein	NP_969912.1	1288.477745	113.5981408
Bd3148	hypothetical protein	NP_969913.1	128.4470351	2.579918201
Bd3149	long-chain fatty-acid-CoA ligase	NP_969914.1	87.4981838	1.1362064
Bd3150	hypothetical protein	NP_969915.1	52.60518338	0
Bd3151	AMP-ligase	NP_969916.1	244.6884261	0.418676552
Bd3152	putative manganese transport system permease	NP_969917.1	121.7089562	0
Bd3153	phosphoenolpyruvate synthase	NP_969918.1	277.4148276	4.524513529
Bd3154	hypothetical protein	NP_969919.1	4.450624222	10.98685165
Bd3155	hypothetical protein	NP_969920.1	2.722287931	27.36107843
Bd3156	putative transferase	NP_969921.1	4.105624461	11.00391198
Bd3157	hypothetical protein	NP_969922.1	1.980540939	6.63531771
Bd3159	hypothetical protein	NP_969923.1	3.039105923	5.818160357
Bd3160	putative dehydrogenase	NP_969924.1	1.986119927	3.802290712
Bd3161	putative dehydrogenase	NP_969925.1	3.554987769	29.77529124
Bd3162	putative kinase	NP_969926.1	12.70401034	27.36107843
Bd3164	hypothetical protein	NP_969927.1	160.5299164	21.09083129
Bd3165	hypothetical protein	NP_969928.1	1560.657028	14.3128643
Bd3166	ABC-type lipoprotein transporter| permease	NP_969929.1	136.4656595	46.05442069
Bd3167	ABC transporter| ATP-binding protein	NP_969930.1	107.2370233	82.90878508
Bd3168	hypothetical protein	NP_969931.1	113.1153846	84.36332517
Bd3169	hypothetical protein	NP_969932.1	329.0001243	303.5383961
Bd3170	hypothetical protein	NP_969933.1	2.066146737	17.30529747
Bd3171	peptidyl-dipeptidase	NP_969934.1	1.925618375	99.25097079
Bd3172	inorganic polyphosphate/ATP-NAD kinase	NP_969935.1	2.981979872	120.994769
Bd3173	DNA repair protein	NP_969936.1	0.710579566	27.97231946
Bd3174	putative nucleoside-diphosphate-sugar	NP_969937.1	0.320779151	2.149384081
Bd3175	hypothetical protein	NP_969938.1	0.865827967	59.46526645
Bd3176	hypothetical protein	NP_969939.1	1.110933678	21.09083129
Bd3177	putative methyl-accepting chemotaxis protein	NP_969940.1	1.834693141	5.532021323
Bd3178	aconitate hydratase	NP_969941.1	90.70845886	35.06497985
Bd3179	ADP-ribose pyrophosphatase	NP_969942.1	5.504079423	55.32021323
Bd3180	hypothetical protein	NP_969943.1	21019.60288	36.01280284
Bd3181	hypothetical protein	NP_969944.1	980.4716266	2.135780384
Bd3182	cell wall surface anchor family protein	NP_969945.1	3963.509657	2.559234133
Bd3184	hypothetical protein	NP_969946.1	11702.25687	5.151958789
Bd3185	homogentisate 1|2-dioxygenase	NP_969947.1	438.9042591	63.3679275
Bd3186	putative methyltransferase	NP_969948.1	4.379332759	45.34945543
Bd3187	hypothetical protein	NP_969949.1	3.777174504	90.69057456
Bd3188	UDP-2|3-diacylglucosamine hydrolase	NP_969950.1	3.568983784	223.1974587
Bd3189	cell division protein FtsZ	NP_969951.1	23.13206327	528.4530893
Bd3190	cell division protein FtsA	NP_969952.1	19.47183038	1114.642883
Bd3191	cell division protein	NP_969953.1	0.809033361	40.65702418
Bd3192	chemotaxis protein	NP_969954.1	5.497641904	1.31560741
Bd3193	universal stress protein	NP_969955.1	17.92833637	979.5974457
Bd3194	hypothetical protein	NP_969956.1	1.490989936	3.885153133
Bd3195	hxdroxypyruvate reductase	NP_969957.1	0	11.59995721
Bd3196	UDP-N-acetylmuramate--alanine ligase	NP_969958.1	1.996744231	31.96143597
Bd3197	UDP-N-acetylglucosamine--N-acetylmuramyl-	NP_969959.1	0.562707561	27.33560257
Bd3198	cell division protein FtsW	NP_969960.1	2.643691692	46.05661847
Bd3199	hypothetical protein	NP_969961.1	5.222759808	192.4733641
Bd3200	hypothetical protein	NP_969962.1	12.83532301	294.4516922
Bd3201	phospho-N-acetylmuramoyl-pentapeptide-	NP_969963.1	7.855961829	450.2510614
Bd3203	hypothetical protein	NP_969964.1	6536.195983	3684.044314
Bd3204	UDP-N-acetylmuramoylalanyl-D-glutamyl-2|	NP_969965.1	87.76219805	168.0147235
Bd3205	UDP-N-acetylmuramoylalanyl-D-glutamate--2|	NP_969966.1	1.215991792	177.2139064
Bd3206	serine esterase| putative	NP_969967.1	0	541.1145438
Bd3207	hypothetical protein	NP_969968.1	0	41.81865344
Bd3208	cyclic nucleotide binding protein	NP_969969.1	0	9.321914383
Bd3209	putative phosphatase protein	NP_969970.1	0.799402011	34.81661039
Bd3210	ATP-dependent DNA helicase RecQ	NP_969971.1	0	169.6799083
Bd3212	putative beta-lactamase	NP_969972.1	4.438713542	97.23230698
Bd3213	cell division protein	NP_969973.1	4.114320186	78.10946294
Bd3214	putative histidine kinase	NP_969974.1	5.395963578	126.5449878
Bd3215	S-adenosyl-methyltransferase	NP_969975.1	22.04308525	504.6414101
Bd3217	hypothetical protein	NP_969976.1	2.055605172	58.04590303
Bd3218	hypothetical protein	NP_969977.1	1.914917366	132.158517
Bd3219	hypoxanthine-guanine phosphoribosyltransferase	NP_969978.1	2.250830245	1212.192583
Bd3220	hypothetical protein	NP_969979.1	1.408736412	28.3177595
Bd3221	hypothetical protein	NP_969980.1	5.004951724	31.43974851
Bd3222	hypothetical protein	NP_969981.1	0	454.8283618
Bd3223	Sco1/SenC family protein	NP_969982.1	7.027301403	158.5245738
Bd3224	hypothetical protein	NP_969983.1	7.241641751	260.2581012
Bd3226	hypothetical protein	NP_969984.1	1.974993205	1.102788564
Bd3227	putative Pirin-related protein	NP_969985.1	26.36997365	8.689784567
Bd3228	hypothetical protein	NP_969986.1	0	0
Bd3229	LysR family transcriptional regulator	NP_969987.1	4.72146813	43.49983954
Bd3230	thymidylate synthase	NP_969988.1	1.140279096	343.8203441
Bd3231	hypothetical protein	NP_969989.1	0	123.0712038
Bd3232	hypothetical protein	NP_969990.1	104.5399812	92.03271837
Bd3233	UDP-N-acetylpyruvoylglucosamine reductase	NP_969991.1	24.20978317	188.2528799
Bd3234	carboxypeptidase T precursor	NP_969992.1	0.243885359	39.21975407
Bd3236	hypothetical protein	NP_969993.1	0	5.532021323
Bd3237	glutathione S-transferase family protein	NP_969994.1	1.355040181	71.12244454
Bd3238	Serine protease precursor	NP_969995.1	0.764513499	6.403288438
Bd3239	hypothetical protein	NP_969996.1	0	0
Bd3240	hypothetical protein	NP_969997.1	0.556489798	1.864382877
Bd3241	hypothetical protein	NP_969998.1	167.1199306	20.22192064
Bd3242	transcriptional regulator	NP_969999.1	201.8474281	101.369371
Bd3243	membrane-bound lytic murein transglycosylase|	NP_970000.1	5742.309981	18.51364742
Bd3244	D-alanyl-D-alanine carboxypeptidase	NP_970001.1	13.36848947	25.48274353
Bd3246	hypothetical protein	NP_970002.1	5.505849224	29.29658881
Bd3247	hypothetical protein	NP_970003.1	9.048550428	4.786571641
Bd3248	hypothetical protein	NP_970004.1	28.24055704	3.153769165
Bd3249	GTPase	NP_970005.1	4.953671481	10.37253998
Bd3250	hypothetical protein	NP_970006.1	213.632768	12.12407068
Bd3251	DNA polymerase III alpha subunit	NP_970007.1	122.9058948	119.3878103
Bd3252	hypothetical protein	NP_970008.1	76.86881447	76.96303349
Bd3253	chemotaxis MotB protein	NP_970009.1	206.5013271	28.56187811
Bd3254	flagellar motor protein MotA	NP_970010.1	332.4670892	25.37242862
Bd3255	thiol:disulfide interchange protein	NP_970011.1	282.3062535	126.9319755
Bd3256	chemotaxis protein	NP_970012.1	38.184551	21.43658263
Bd3258	hypothetical protein	NP_970013.1	2.379322522	3.985668906
Bd3259	hypothetical protein	NP_970014.1	9.106612503	27.73588773
Bd3260	putative transmembrane protein	NP_970015.1	5061.7685	4486.70304
Bd3261	hypothetical protein	NP_970016.1	182.6326134	1207.044499
Bd3262	hypothetical protein	NP_970017.1	13.52588203	779.9992007
Bd3264	putative pseudouridylate synthase	NP_970018.1	157.9029342	3056.109028
Bd3265	transmembrane protein	NP_970019.1	17.51733103	224.592665
Bd3266	cell wall surface anchor family protein	NP_970020.1	1538.299283	4.08903872
Bd3267	putative cell wall surface anchor family	NP_970021.1	911.865364	0.671326195
Bd3268	hypothetical protein	NP_970022.1	4592.836517	3.478900007
Bd3269	hypothetical protein	NP_970023.1	154.6336229	1.584287797
Bd3270	methylase for 50S ribosomal subunit protein	NP_970024.1	15.78019571	35.99501874
Bd3271	hypothetical protein	NP_970025.1	7.931075075	19.92834453
Bd3273	putative metalloendopeptidase	NP_970026.1	8.42563641	486.2920189
Bd3274	ADP-heptose synthase	NP_970027.1	5.165366843	322.3111654
Bd3275	hypothetical protein	NP_970028.1	2.030738981	238.1222888
Bd3276	hypothetical protein	NP_970029.1	0.865827967	18.37138313
Bd3278	hypothetical protein	NP_970030.1	0.793107507	0
Bd3279	putative polysaccharide deacetylase	NP_970031.1	4.19686056	12.30298492
Bd3280	hypothetical protein	NP_970032.1	1.699994151	3.559633973
Bd3281	putative polysaccharide deacetylase	NP_970033.1	0.238119748	19.14628656
Bd3282	hypothetical protein	NP_970034.1	0.235889118	67.17454463
Bd3283	hypothetical protein	NP_970035.1	1.088915172	193.3516209
Bd3284	hypothetical protein	NP_970036.1	2.369991846	238.2023299
Bd3285	hypothetical protein	NP_970037.1	0.957003833	23.24500171
Bd3286	HSP70 family molecular chaperone	NP_970038.1	18.73947041	57.2885836
Bd3287	hypothetical protein	NP_970039.1	7.601860637	148.9888158
Bd3288	hypothetical protein	NP_970040.1	18.3674368	8.932587371
Bd3289	Serine esterase	NP_970041.1	75.657432	6.107752049
Bd3290	hypothetical protein	NP_970042.1	2051.215599	1346.298064
Bd3291	hypothetical protein	NP_970043.1	3258.49112	210.5014159
Bd3292	hypothetical protein	NP_970044.1	5.325671332	62.83613185
Bd3293	hypothetical protein	NP_970045.1	2.189666379	31.17775061
Bd3294	oxidase-related protein	NP_970046.1	4.063818871	152.6806
Bd3295	methylenetetrahydrofolate dehydrogenase (NADP+)	NP_970047.1	4.182338551	277.9027182
Bd3296	hypothetical protein	NP_970048.1	0	1708.357335
Bd3297	hypothetical protein	NP_970049.1	0	86.23806573
Bd3298	hypothetical protein	NP_970050.1	0	17.04309599
Bd3299	hypothetical protein	NP_970051.1	0	4.132081233
Bd3301	hypothetical protein	NP_970052.1	0	0
Bd3302	hypothetical protein	NP_970053.1	1.03484233	12.71228187
Bd3303	metal-dependent hydrolase	NP_970054.1	3.571796222	18.34852462
Bd3304	hypothetical protein	NP_970055.1	321.9541499	27.25945883
Bd3305	ion regulator asgA	NP_970056.1	22.68133843	32.6831284
Bd3306	flp pilus assembly protein	NP_970057.1	0.46416891	0.777542167
Bd3307	Flp pilus assembly protein| ATPase	NP_970058.1	0.544457586	0.912035948
Bd3308	hypothetical protein	NP_970059.1	60.8403947	74.73797935
Bd3309	hypothetical protein	NP_970060.1	12.54159109	139.1830734
Bd3310	hypothetical protein	NP_970061.1	2.278838313	616.8829569
Bd3311	hypothetical protein	NP_970062.1	4.699439508	427.7207466
Bd3312	hypothetical protein	NP_970063.1	1.974993205	152.1848219
Bd3314	RNA polymerase sigma-32 factor	NP_970064.1	1.615903531	78.49849508
Bd3315	hypothetical protein	NP_970065.1	0.680571983	25.08098856
Bd3316	hypothetical protein	NP_970066.1	17.87050303	5.442795172
Bd3318	RNA polymerase sigma factor for flagellar	NP_970067.1	989.5620533	104.3271655
Bd3319	flagellar biosynthesis switch protein	NP_970068.1	9.090672694	9.745943702
Bd3320	flagellar biosynthesis protein	NP_970069.1	12.26774625	0.721054061
Bd3321	flagella-associated protein	NP_970070.1	5.467909759	3.856609151
Bd3322	flagella-associated protein	NP_970071.1	14.22664597	57.19547469
Bd3323	flagellar biosynthetic protein FliR	NP_970072.1	7.360647752	10.38317848
Bd3324	flagellar biosynthetic protein FliQ	NP_970073.1	8.854914589	0
Bd3325	flagellar biosynthesis protein FliP	NP_970074.1	2.388726959	0
Bd3326	polar flagellar assembly protein FliO	NP_970075.1	6.714976896	2.999584895
Bd3327	flagellar motor switch protein FliN	NP_970076.1	32.75598486	30.17875047
Bd3328	flagellar motor switch protein FliM	NP_970077.1	4.825133099	9.093053012
Bd3329	flagellar protein FliL	NP_970078.1	5.099982453	17.08624307
Bd3330	hypothetical protein	NP_970079.1	4.028986138	33.74533007
Bd3331	hypothetical protein	NP_970080.1	2.034841484	54.53790718
Bd3333	hypothetical protein	NP_970081.1	1.119162816	13.12318392
Bd3334	hypothetical protein	NP_970082.1	1.153335726	43.79164971
Bd3335	putative myo-inositol-1(or 4)-monophosphatase	NP_970083.1	6.029292636	133.0801749
Bd3336	A rare lipoprotein A precursor	NP_970084.1	51.64427686	712.9467916
Bd3337	hypothetical protein	NP_970085.1	5.53985594	6.749066014
Bd3338	hypothetical protein	NP_970086.1	3.058883185	8.784033857
Bd3339	ATP-dependent DNA helicase	NP_970087.1	0.396034024	38.47763717
Bd3340	hypothetical protein	NP_970088.1	0	797.6168925
Bd3341	putative methyl-accepting chemotaxis protein	NP_970089.1	0.20897231	23.10364922
Bd3342	flagellin	NP_970090.1	9.42029133	24.27721588
Bd3344	lysine 2|3-aminomutase	NP_970091.1	1.17394701	22.81152848
Bd3345	hypothetical protein	NP_970092.1	8.357067317	289.5614567
Bd3347	hypothetical protein	NP_970093.1	0	458.9364889
Bd3348	hypothetical protein	NP_970094.1	24.07255869	1844.320241
Bd3349	chaperonin	NP_970095.1	0.447665126	593.9178092
Bd3351	penicillin-binding protein 1B	NP_970096.1	0.127338374	63.99240847
Bd3352	putative lipoprotein	NP_970097.1	1.805101316	77.40864245
Bd3353	metallo-beta-lactamase superfamily protein	NP_970098.1	10.16487328	100.1008262
Bd3355	hypothetical protein	NP_970099.1	68.88464141	112.8263315
Bd3356	putative TolB protein	NP_970100.1	675.4522977	8.686395415
Bd3357	heme biosynthesis	NP_970101.1	0.706013926	40.99899915
Bd3358	hypothetical protein	NP_970102.1	2.582683422	25.95794621
Bd3359	sensory transduction histidine kinase	NP_970103.1	1.285163042	33.90679098
Bd3360	transcriptional regulatory protein zraR	NP_970104.1	4.396711063	88.38062637
Bd3361	iron utilization protein	NP_970105.1	0.763065556	21.72994739
Bd3363	hypothetical protein	NP_970106.1	0	51.35158923
Bd3364	hypothetical protein	NP_970107.1	1.965359092	116.87407
Bd3365	hypothetical protein	NP_970108.1	0.592497961	794.0077663
Bd3366	two-component system| regulatory protein	NP_970109.1	5.755694483	520.6422353
Bd3367	sensor histidine kinase	NP_970110.1	4.454652978	193.1857962
Bd3368	hypothetical protein	NP_970111.1	0.390405634	7.847751179
Bd3369	hypothetical protein	NP_970112.1	0.997273797	25.05841342
Bd3370	hypothetical protein	NP_970113.1	0	22.94300061
Bd3371	ABC-type metal ion transport system|	NP_970114.1	0.344947443	28.89154972
Bd3372	manganese/zinc ABC transporter ATPase	NP_970115.1	0	8.880350018
Bd3373	ABC-type zinc and manganese transporter| ATPase	NP_970116.1	0.371677688	18.67822697
Bd3374	hypothetical protein	NP_970117.1	2.750883392	21.97700067
Bd3375	putative prolipoprotein diacylglycerol	NP_970118.1	13.69855287	35.09514327
Bd3376	hypothetical protein	NP_970119.1	4.608317478	45.21433114
Bd3378	metalloproteinase domain-containing protein	NP_970120.1	0.71946181	7.231142157
Bd3380	hypothetical protein	NP_970121.1	3.841194411	12.86898181
Bd3382	putative DNA-binding protein HU-beta	NP_970122.1	7.748050265	22090.21222
Bd3384	hypothetical protein	NP_970123.1	0	183.042851
Bd3385	branched-chain amino acid ABC transporter|	NP_970124.1	1.077269021	159.7038348
Bd3386	branched-chain amino acid ABC transporter|	NP_970125.1	3.011700601	180.4982771
Bd3387	branched-chain amino acid ABC transporter|	NP_970126.1	0.62175712	89.57093784
Bd3388	branched-chain amino acid transport system	NP_970127.1	1.85838844	82.18419869
Bd3389	branched-chain amino acid transport system	NP_970128.1	1.692851318	65.22206652
Bd3390	hypothetical protein	NP_970129.1	10.74520886	4.382510398
Bd3391	hypothetical protein	NP_970130.1	2.379322522	12.39985882
Bd3392	hypothetical protein	NP_970131.1	2.767160809	6.489486552
Bd3393	RagB (two-component sensor histidine kinase)	NP_970132.1	16.25281032	21.49384081
Bd3394	two component response regulator	NP_970133.1	138.3285241	295.4591122
Bd3395	hypothetical protein	NP_970134.1	93.42917621	40.99899915
Bd3396	hypothetical protein	NP_970135.1	146.5717371	134.9813203
Bd3397	basal-body rod modification protein flgD	NP_970136.1	270.6035466	74.54192314
Bd3398	flagellar hook-length control protein	NP_970137.1	319.900174	14.43056878
Bd3399	hypothetical protein	NP_970138.1	278.1203118	16.36900339
Bd3400	flagellar basal body formation protein fliJ	NP_970139.1	475.4203643	4.499377342
Bd3401	flagellum-specific ATP synthase	NP_970140.1	807.3888135	6.855710398
Bd3402	flagellar assembly protein	NP_970141.1	1192.933586	7.727938184
Bd3403	hypothetical protein	NP_970142.1	2046.024265	7.825004074
Bd3404	flagellar M-ring protein	NP_970143.1	1724.589203	15.33878639
Bd3405	hypothetical protein	NP_970144.1	7861.019605	138.5968914
Bd3406	flagellar basal-body rod protein	NP_970145.1	51.04289871	25.08098856
Bd3407	flagellar basal-body rod protein FlgB	NP_970146.1	14.70432897	2.463162779
Bd3408	transcriptional regulatory protein flbD	NP_970147.1	12.90422606	9.607211407
Bd3409	hypothetical protein	NP_970148.1	6.208320829	10.0411184
Bd3410	hypothetical protein	NP_970149.1	25.18116336	24.69170493
Bd3411	ABC transporter| permease protein	NP_970150.1	9.957570303	3.849277194
Bd3412	ABC-type organic solvent resistance transport	NP_970151.1	13.75356714	0
Bd3413	ABC transporter substrate binding protein	NP_970152.1	28.88427562	2.48127427
Bd3414	hypothetical protein	NP_970153.1	0	2.812110839
Bd3415	putative serine protease	NP_970154.1	1.063992818	0
Bd3416	hypothetical protein	NP_970155.1	1.237403605	12.43685383
Bd3417	hypothetical protein	NP_970156.1	0.58424973	96.30337815
Bd3418	hypothetical protein	NP_970157.1	0.763065556	705.5841742
Bd3419	tRNA (uracil-5-)-methyltransferase Gid	NP_970158.1	0.228400575	22.19080662
Bd3420	thymidine kinase	NP_970159.1	1.474019319	210.7025487
Bd3421	putative periplasmic binding transport protein	NP_970160.1	0.636155706	209.5762604
Bd3422	hypothetical protein	NP_970161.1	0.617942659	72.45929769
Bd3423	hypothetical protein	NP_970162.1	2.704017542	115.5041499
Bd3424	glucosamine--fructose-6-phosphate	NP_970163.1	24.66072596	267.7093753
Bd3425	UDP-N-acetylglucosamine pyrophosphorylase /	NP_970164.1	20.27434138	158.2489783
Bd3426	putative carboxypeptidase	NP_970165.1	2.170789945	53.8179833
Bd3427	HAD superfamily hydrolase	NP_970166.1	2.650648775	41.44163342
Bd3428	two-component sensor histidine kinase	NP_970167.1	2.300399916	24.22177036
Bd3430	sensory transduction histidine kinase	NP_970168.1	0.27408069	5.509441644
Bd3431	chemotaxis protein	NP_970169.1	0	0
Bd3432	response regulator of hydrogenase 3 activity	NP_970170.1	18.72445481	38.21586525
Bd3433	hypothetical protein	NP_970171.1	3.316037974	454.1038244
Bd3435	hypothetical protein	NP_970172.1	9.708400332	333.3875983
Bd3436	agmatinase	NP_970173.1	65.66227408	738.9800129
Bd3437	A/G-specific adenine glycosylase	NP_970174.1	0	18.18610602
Bd3438	hypothetical protein	NP_970175.1	0.589033061	16.77399448
Bd3439	hypothetical protein	NP_970176.1	7.039895133	97.9703131
Bd3440	hypothetical protein	NP_970177.1	1.339423583	19.74460802
Bd3441	hypothetical protein	NP_970178.1	5.278147779	10.3151664
Bd3442	hypothetical protein	NP_970179.1	9.85684682	8.255738243
Bd3443	hypothetical protein	NP_970180.1	0.883549592	130.2451336
Bd3444	delta-aminolevulinic acid dehydratase	NP_970181.1	14.76901077	273.1293577
Bd3446	hypothetical protein	NP_970182.1	111.6946652	802.9829366
Bd3447	hydroxymethylbilane synthase	NP_970183.1	48.66022025	122.7712804
Bd3449	glutamate-1-semialdehyde aminotransferase	NP_970184.1	59.44405777	128.0267792
Bd3450	signal-transducing histidine kinase	NP_970185.1	22.07663637	93.60862108
Bd3451	two-component response regulator	NP_970186.1	31.33655885	64.49107524
Bd3452	uroporphyrinogen decarboxylase	NP_970187.1	23.69991846	69.47567955
Bd3454	coproporphyrinogen III oxidase	NP_970188.1	39.61836369	123.7328769
Bd3455	hypothetical protein	NP_970189.1	15.87777788	69.81792428
Bd3456	ferrochelatase	NP_970190.1	23.68228459	60.25951798
Bd3457	putative murein hydrolase	NP_970191.1	43.04093121	65.40945035
Bd3458	hypothetical protein	NP_970192.1	30.99220106	18.17056234
Bd3459	D-alanyl-D-alanine carboxypeptidase	NP_970193.1	0.225334795	9.814078096
Bd3460	hypothetical protein	NP_970194.1	1.823070651	27.48488422
Bd3461	ATP-dependent RNA helicase	NP_970195.1	16.11594455	1084.145422
Bd3462	putative hydrolase	NP_970196.1	6.29529084	307.6780094
Bd3464	poly(A) polymerase	NP_970197.1	2.456698865	132.5121498
Bd3465	putative transcriptional regulator	NP_970198.1	7874.764442	62.44214619
Bd3466	prolyl oligopeptidase family protein	NP_970199.1	527.0109004	18.74740559
Bd3467	protein-glutamate methylesterase	NP_970200.1	88.80793388	4.75286339
Bd3468	chemotaxis protein methyltransferase	NP_970201.1	111.839098	2.327264143
Bd3469	chemotaxis protein	NP_970202.1	56.50772969	6.025951798
Bd3470	hypothetical protein	NP_970203.1	5.924979615	0
Bd3471	purine-binding chemotaxis protein CheW	NP_970204.1	7485.176656	16.26280967
Bd3472	hypothetical protein	NP_970205.1	10.44551962	49.99308158
Bd3473	hypothetical protein	NP_970206.1	2.360734065	13.18176956
Bd3474	hypothetical protein	NP_970207.1	2.47683574	21.20608174
Bd3475	hypothetical protein	NP_970208.1	1.931298665	235.4209605
Bd3476	hypothetical protein	NP_970209.1	1.472582653	15.78728892
Bd3477	hypothetical protein	NP_970210.1	1.557597734	6.957800014
Bd3478	hypothetical protein	NP_970211.1	0.871320532	24.52082808
Bd3479	hypothetical protein	NP_970212.1	47.80153045	97.23230698
Bd3480	proline iminopeptidase	NP_970213.1	4.78123355	99.31378786
Bd3481	secreted trypsin-like serine protease	NP_970214.1	2.281788266	70.98532215
Bd3482	phosphotrypsin	NP_970215.1	45.68582496	38.56609151
Bd3483	hydrolase or acyltransferase	NP_970216.1	726.4864768	220.5403461
Bd3484	2-oxoglutarate decarboxylase /	NP_970217.1	47.78209367	108.2155746
Bd3485	menaquinone-specific isochorismate synthase	NP_970218.1	0.554956768	36.2553133
Bd3486	3-deoxy-7-phosphoheptulonate synthase	NP_970219.1	2.714137368	217.2229331
Bd3487	ubiquinone/menaquinone biosynthesis	NP_970220.1	2.560796274	127.2599312
Bd3488	heat-shock protein htrA serine protease	NP_970221.1	1.144598335	75.73525782
Bd3489	hypothetical protein	NP_970222.1	1.03484233	11.55661989
Bd3490	two-component system response regulator	NP_970223.1	0.455767663	68.71221055
Bd3491	hypothetical protein	NP_970224.1	2.602704223	54.93425825
Bd3492	naphthoate synthase	NP_970225.1	32.90338679	352.076277
Bd3493	chorismate synthase	NP_970226.1	24.1503555	35.52140007
Bd3494	shikimate synthase	NP_970227.1	19.02025476	89.21179213
Bd3495	EPSP synthase (3-phosphoshikimate	NP_970228.1	41.05485875	85.43121536
Bd3496	hypothetical protein	NP_970229.1	42.99941346	37.49481119
Bd3497	3-dehydroquinate synthetase	NP_970230.1	188.7261928	236.2173105
Bd3498	hypothetical protein	NP_970231.1	857.246511	480.6888744
Bd3499	hypothetical protein	NP_970232.1	2046.453776	81.11858189
Bd3500	uracil-DNA glycosylase	NP_970233.1	4.978785151	212.9933381
Bd3501	hypothetical protein	NP_970234.1	11654.74442	203.9829653
Bd3502	potassium voltage-gated channel beta subunit	NP_970235.1	2065.644774	118.4789018
Bd3503	phosphoesterase	NP_970236.1	0	0
Bd3504	hypothetical protein	NP_970237.1	0	0
Bd3505	hypothetical protein	NP_970238.1	11.11444452	1242.759052
Bd3506	hypothetical protein	NP_970239.1	1.707197516	13.34561076
Bd3507	putative secreted nuclease	NP_970240.1	65.99201433	458.4710361
Bd3508	putative carboxypeptidase	NP_970241.1	888.5115125	89.39160283
Bd3509	hypothetical protein	NP_970242.1	2253.935008	85.84338351
Bd3510	general secretion pathway protein D	NP_970243.1	63.23520844	42.37081802
Bd3511	transcriptional repressor of the SOS regulon	NP_970244.1	68.96086232	1786.682206
Bd3512	hypothetical protein	NP_970245.1	17.95865914	1658.491416
Bd3513	hypothetical protein	NP_970246.1	0	0
Bd3515	hypothetical protein	NP_970247.1	1.7291786	8.689784567
