"GENE_NAME"	"E0"	"M45"	"J45"	"T45"	"M90"	"J90"	"T90"	"M45/E0"	"J45/E0"	"T45/E0"	"M90/E0"	"J90/E0"	"T90/E0"	"FUNCTION"	"MAPLOC"	
LA4115	1.038	0.939	2.061	2.418	1.087	1.018	1.421	0.9	1.99	2.33	1.05	0.98	1.37	MaoC family protein	4082496-4082945	
LA4116	0.741	0.882	0.52	0.432	0.519	0.65	0.405	1.19	0.7	0.58	0.7	0.88	0.55	hypothetical protein	4083564-4083674	
LA4117	1.494	1.243	2.191	1.684	1.628	1.573	1.804	0.83	1.47	1.13	1.09	1.05	1.21	Acyl-CoA dehydrogenase	4083775-4085379	
LA4118	0.589	0.733	0.189	0.321	0.414	0.505	0.157	1.24	0.32	0.54	0.7	0.86	0.27	hypothetical protein	4085774-4085896	
LA4119	1.189	1.086	1.49	1.336	1.059	1.151	1.313	0.91	1.25	1.12	0.89	0.97	1.1	DNA ligase	4086408-4088453	
LA4120	1.782	2.214	2.985	2.204	2.872	1.352	2.434	1.24	1.68	1.24	1.61	0.76	1.37	Peptidase family M23/M37	4088472-4089443	
LA4121	1.018	1.119	0.732	1.218	1.193	0.996	0.831	1.1	0.72	1.2	1.17	0.98	0.82	hypothetical protein	4089724-4090083	
LA4122	2.438	1.921	1.695	1.544	2.397	1.47	1.522	0.79	0.7	0.63	0.98	0.6	0.62	Probable RNA polymerase ECF-type sigma factor	4090101-4090610	
LA4123	1.791	1.951	0.854	1.019	2.605	1.236	0.879	1.09	0.48	0.57	1.45	0.69	0.49	hypothetical protein	4090618-4091199	
LA4124	1.114	1.033	1.695	1.167	1.177	1.379	1.445	0.93	1.52	1.05	1.06	1.24	1.3	SanA protein	4091332-4092024	
LA4125	0.55	0.67	0.159	0.301	0.4	0.531	0.13	1.22	0.29	0.55	0.73	0.97	0.24	hypothetical protein	4092842-4092970	
LA4126	0.842	0.868	0.864	0.858	0.879	0.915	0.873	1.03	1.03	1.02	1.04	1.09	1.04	Sensory transduction histidine kinase	4093319-4094452	
LA4127	0.702	0.85	0.325	0.407	0.631	0.74	0.367	1.21	0.46	0.58	0.9	1.05	0.52	Sensory transduction histidine kinase	4094657-4095787	
LA4128	1.767	1.128	5.349	4.634	1.734	3.47	4.008	0.64	3.03	2.62	0.98	1.96	2.27	putative lipoprotein	4096183-4096527	
LA4129	2.198	1.242	5.828	6.335	1.715	3.291	4.577	0.57	2.65	2.88	0.78	1.5	2.08	Ankyrin repeat proteins	4096524-4097036	
LA4130	0.74	0.878	0.474	0.549	0.723	0.799	0.432	1.19	0.64	0.74	0.98	1.08	0.58	probable luxR familytranscriptional regulator	4097575-4098102	
LA4131	1.047	1.197	1.319	1.28	1.086	1.134	1.128	1.14	1.26	1.22	1.04	1.08	1.08	Peptidase family M48	4098661-4100640	
LA4132	0.729	0.89	0.419	0.661	0.541	0.632	0.525	1.22	0.57	0.91	0.74	0.87	0.72	hypothetical protein	4101122-4101283	
LA4133	1.281	1.71	1.747	2.668	1.717	1.025	1.341	1.33	1.36	2.08	1.34	0.8	1.05	Appr-1''-p processing enzyme family protein	4101613-4102140	
LA4134	0.563	0.681	0.163	0.323	0.409	0.531	0.123	1.21	0.29	0.57	0.73	0.94	0.22	hypothetical protein	4102557-4102670	
LA4135	1.947	1.349	4.128	2.981	1.224	1.935	3.719	0.69	2.12	1.53	0.63	0.99	1.91	hypothetical protein	4102858-4105446	
LA4136	0.682	0.8	0.516	0.569	0.657	0.776	0.442	1.17	0.76	0.83	0.96	1.14	0.65	hypothetical protein	4106184-4106312	
LA4137	1.021	0.973	1.627	1.589	1.017	1.27	1.365	0.95	1.59	1.56	1	1.24	1.34	NADPH-dependent FMN reductase	4107516-4108055	
LA4138	2.288	2.149	0.815	1.079	0.918	0.986	0.993	0.94	0.36	0.47	0.4	0.43	0.43	3-hydroxyacyl-CoA dehydrogenase	4108362-4109672	
LA4139	4.438	4.672	1.863	2.47	4.895	3.082	3.449	1.05	0.42	0.56	1.1	0.69	0.78	acetyl-CoA acetyltransferase	4109688-4110953	
LA4140	1.18	1.12	1.517	1.174	1.175	1.123	1.219	0.95	1.29	0.99	1	0.95	1.03	hypothetical protein	4110956-4111393	
LA4141	3.982	2.671	12.542	14.27	4.11	4.847	9.098	0.67	3.15	3.58	1.03	1.22	2.28	hypothetical protein	4111947-4112099	
LA4142	3.226	2.064	10.862	12.944	2.499	4.018	7.733	0.64	3.37	4.01	0.77	1.25	2.4	putative lipoprotein	4112124-4113086	
LA4143	1.521	1.043	3.152	2.443	1.14	1.691	2.748	0.69	2.07	1.61	0.75	1.11	1.81	putative lipoprotein	4113616-4114491	
LA4144	0.676	0.814	0.359	0.414	0.583	0.711	0.366	1.2	0.53	0.61	0.86	1.05	0.54	hypothetical protein	4114558-4114749	
LA4145	0.666	0.81	0.257	0.362	0.666	0.65	0.216	1.22	0.39	0.54	1	0.98	0.32	hypothetical protein	4114883-4115101	
LA4146	0.892	0.953	0.849	0.815	0.907	0.882	0.841	1.07	0.95	0.91	1.02	0.99	0.94	hypothetical protein	4116081-4116959	
LA4147	0.635	0.773	0.2	0.343	0.497	0.574	0.16	1.22	0.31	0.54	0.78	0.9	0.25	hypothetical protein	4117153-4117263	
LA4148	1.462	1.278	5.004	3.715	1.594	2.703	3.906	0.87	3.42	2.54	1.09	1.85	2.67	hypothetical protein	4117558-4117764	
LA4149	1.896	1.235	5.324	4.563	1.435	2.386	3.351	0.65	2.81	2.41	0.76	1.26	1.77	4-hydroxybenzoyl-CoA thioesterase	4118316-4118729	
LA4150	2.894	1.767	6.33	5.812	2.266	3.532	5.845	0.61	2.19	2.01	0.78	1.22	2.02	Phenylalanyl-tRNA synthetase alpha chain	4118731-4119756	
LA4151	1.132	0.979	1.25	1.169	1.443	1.082	0.998	0.86	1.1	1.03	1.27	0.96	0.88	UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl- meso- diaminopimelate ligase	4119753-4121150	
LA4152	1.927	1.081	3.604	1.857	1.498	1.756	2.129	0.56	1.87	0.96	0.78	0.91	1.1	hypothetical protein	4121147-4121764	
LA4153	1.68	1.199	2.302	1.892	1.566	1.385	1.723	0.71	1.37	1.13	0.93	0.82	1.03	hypothetical protein	4121751-4122854	
LA4154	5.035	3.249	2.14	2.786	3.115	1.717	1.97	0.65	0.43	0.55	0.62	0.34	0.39	hypothetical protein	4122851-4124878	
LA4155	1.07	1.023	0.413	0.535	0.958	0.805	0.501	0.96	0.39	0.5	0.9	0.75	0.47	probable permease of ABC transporter	4124866-4125594	
LA4156	1.671	2.382	1.125	1.452	1.882	1.292	1.236	1.43	0.67	0.87	1.13	0.77	0.74	ABC transporter ATP-binding protein	4125599-4126528	
LA4157	0.898	0.965	1.013	0.745	0.838	1.078	0.898	1.07	1.13	0.83	0.93	1.2	1	hypothetical protein	4126916-4127137	
LA4158	1.25	1.124	1.461	1.187	1.002	1.273	1.167	0.9	1.17	0.95	0.8	1.02	0.93	hypothetical protein	4127119-4127682	
LA4159	1.333	1.222	0.9	1.133	0.865	1.083	1.098	0.92	0.68	0.85	0.65	0.81	0.82	putative malonyl-CoA transacylase	4127844-4129001	
LA4160	0.759	0.895	0.4	0.549	0.717	0.759	0.517	1.18	0.53	0.72	0.94	1	0.68	hypothetical protein	4129340-4130563	
LA4161	1.503	1.272	2.485	1.884	0.924	1.582	1.928	0.85	1.65	1.25	0.61	1.05	1.28	thermolysin	4130892-4133237	
LA4162	0.516	0.621	0.137	0.294	0.39	0.485	0.119	1.2	0.27	0.57	0.76	0.94	0.23	hypothetical protein	4133234-4133410	
LA4163	0.602	0.694	0.202	0.315	0.513	0.614	0.192	1.15	0.34	0.52	0.85	1.02	0.32	hypothetical protein	4133712-4133882	
LA4164	1.486	1.095	1.733	1.638	1.384	1.519	1.689	0.74	1.17	1.1	0.93	1.02	1.14	thermolysin	4134306-4136684	
LA4165	2.436	1.532	4.234	3.413	2.11	2.317	3.496	0.63	1.74	1.4	0.87	0.95	1.44	argininosuccinate synthase	4137548-4138759	
LA4166	0.847	0.775	0.975	0.77	0.696	0.719	0.777	0.91	1.15	0.91	0.82	0.85	0.92	hypothetical protein	4137365-4137556	
LA4167	0.849	0.966	0.664	0.714	0.913	0.877	0.838	1.14	0.78	0.84	1.08	1.03	0.99	Phosphopantetheine adenylyltransferase	4138756-4139238	
LA4168	1.267	1.573	0.604	0.836	1.378	1.043	0.792	1.24	0.48	0.66	1.09	0.82	0.63	Nucleoside diphosphate kinase	4139248-4139661	
LA4169	0.566	0.672	0.157	0.316	0.408	0.558	0.125	1.19	0.28	0.56	0.72	0.99	0.22	hypothetical protein	4139772-4139876	
LA4170	0.78	0.966	0.466	0.681	1.038	0.832	0.43	1.24	0.6	0.87	1.33	1.07	0.55	hypothetical protein	4140130-4140318	
LA4171	1.722	3.142	3.128	2.243	1.689	1.816	2.222	1.82	1.82	1.3	0.98	1.05	1.29	isocitrate dehydrogenase	4141233-4142699	
LA4172	0.769	0.852	0.486	0.511	0.666	0.742	0.577	1.11	0.63	0.66	0.87	0.96	0.75	hypothetical protein	4142912-4143343	
LA4173	1.481	1.24	1.02	0.975	1.598	0.905	1.024	0.84	0.69	0.66	1.08	0.61	0.69	two-component response regulator	4143872-4144282	
LA4174	0.913	0.966	1.027	1.02	0.911	0.959	0.966	1.06	1.12	1.12	1	1.05	1.06	two-component hybrid sensor and regulator	4144266-4145825	
LA4175	0.653	0.809	0.193	0.334	0.45	0.686	0.138	1.24	0.3	0.51	0.69	1.05	0.21	hypothetical protein	4145926-4146033	
LA4176	0.843	0.987	0.582	0.465	0.735	0.837	0.534	1.17	0.69	0.55	0.87	0.99	0.63	hypothetical protein	4146321-4146563	
LA4177	1.184	0.922	2.896	1.668	1.113	1.371	1.687	0.78	2.45	1.41	0.94	1.16	1.42	hypothetical protein	4146644-4147210	
LA4178	1.594	1.132	3.453	2.962	1.32	1.697	2.943	0.71	2.17	1.86	0.83	1.06	1.85	GMC oxidoreductase	4147207-4148763	
LA4179	0.543	0.619	0.142	0.285	0.376	0.576	0.121	1.14	0.26	0.52	0.69	1.06	0.22	hypothetical protein	4149415-4149654	
LA4180	0.936	0.962	1.308	0.915	0.921	0.976	0.972	1.03	1.4	0.98	0.98	1.04	1.04	probable aminotransferase	4149651-4150829	
LA4181	1.253	1.131	2.195	2.041	1.185	1.501	2.137	0.9	1.75	1.63	0.95	1.2	1.71	carboxypeptidase. putative	4151843-4152835	
LA4182	0.875	0.877	0.974	1.055	0.97	0.99	0.957	1	1.11	1.21	1.11	1.13	1.09	putative lipoprotein	4152844-4153257	
LA4183	1.821	1.239	2.811	2.419	2.454	1.807	2.297	0.68	1.54	1.33	1.35	0.99	1.26	Flagellar motor protein MotB	4153269-4153997	
LA4184	1	0.973	0.999	1.078	1.147	0.955	0.945	0.97	1	1.08	1.15	0.96	0.95	hypothetical protein	4153994-4154644	
LA4185	1.119	1.048	1.258	0.934	1.299	1.138	1.247	0.94	1.12	0.83	1.16	1.02	1.11	hypothetical protein	4154641-4155870	
LA4186	0.648	0.767	0.235	0.358	0.467	0.576	0.223	1.18	0.36	0.55	0.72	0.89	0.34	hypothetical protein	4155966-4156088	
LA4187	1.48	1.016	3.274	1.007	1.052	1.562	2.188	0.69	2.21	0.68	0.71	1.06	1.48	hypothetical protein	4156160-4156687	
LA4188	0.861	0.855	1.098	0.86	0.709	0.86	0.855	0.99	1.28	1	0.82	1	0.99	hypothetical protein	4156824-4157684	
LA4189	1.124	0.963	1.084	0.739	1.059	1.072	0.977	0.86	0.96	0.66	0.94	0.95	0.87	hypothetical protein	4157686-4158273	
LA4190	1.431	1.091	1.476	1.403	1.229	1.27	1.663	0.76	1.03	0.98	0.86	0.89	1.16	Glutamyl-tRNA synthetase	4158346-4159911	
LA4191	1.134	1.052	1.264	1.153	1.178	1.158	1.259	0.93	1.11	1.02	1.04	1.02	1.11	hypothetical protein	4159908-4160822	
LA4192	0.896	1.044	1.255	0.959	1.027	1.066	1.006	1.17	1.4	1.07	1.15	1.19	1.12	hypothetical protein	4160836-4160964	
LA4193	1.121	2.104	1.04	1.025	1.365	1.051	0.981	1.88	0.93	0.91	1.22	0.94	0.88	DNA gyrase subunit A	4161026-4162414	
LA4194	1.391	2.762	1.058	0.949	1.445	1.225	0.978	1.99	0.76	0.68	1.04	0.88	0.7	DNA gyrase B subunit	4162411-4164546	
LA4195	1.866	1.313	2.913	3.364	1.3	2.432	2.828	0.7	1.56	1.8	0.7	1.3	1.52	hypothetical protein	4164607-4165080	
LA4196	1.193	0.982	1.625	1.276	0.905	1.365	1.672	0.82	1.36	1.07	0.76	1.14	1.4	hypothetical protein	4165364-4166215	
LA4197	1.008	0.908	1.987	0.458	0.779	1.22	0.981	0.9	1.97	0.45	0.77	1.21	0.97	hypothetical protein	4166235-4166351	
LA4198	2.8	2.046	4.477	4.644	3.095	2.788	3.972	0.73	1.6	1.66	1.11	1	1.42	hypothetical protein	4166365-4167336	
LA4199	0.728	0.781	0.752	0.618	0.723	0.754	0.602	1.07	1.03	0.85	0.99	1.04	0.83	hypothetical protein	4167652-4167855	
LA4200	1.36	1.165	1.659	1.617	1.709	1.52	1.786	0.86	1.22	1.19	1.26	1.12	1.31	L-amino acid oxidase	4168147-4169490	
LA4201	0.645	0.854	0.252	0.367	0.758	1.143	0.236	1.32	0.39	0.57	1.18	1.77	0.37	hypothetical protein	4170097-4170249	
LA4202	0.886	0.995	0.769	0.702	0.789	0.978	0.669	1.12	0.87	0.79	0.89	1.1	0.76	hypothetical protein	4170254-4170823	
LA4203	1.453	1.115	2.833	2.672	1.096	1.856	2.313	0.77	1.95	1.84	0.75	1.28	1.59	hypothetical protein	4170968-4171807	
LA4204	1.527	1.359	2.936	2.868	1.122	1.488	2.034	0.89	1.92	1.88	0.73	0.97	1.33	nicotinate-nucleotide--dimethylbenzimidazolephosphoribosyltransferase	4171968-4173002	
LA4205	0.79	0.829	0.836	0.664	0.709	1.021	0.761	1.05	1.06	0.84	0.9	1.29	0.96	cobalamin synthase	4172999-4173796	
LA4206	0.781	0.845	0.657	0.659	0.752	0.848	0.563	1.08	0.84	0.84	0.96	1.09	0.72	phosphoglycerate mutase	4173781-4174365	
LA4207	1.821	1.133	4.423	3.75	1.532	2.926	2.988	0.62	2.43	2.06	0.84	1.61	1.64	hypothetical protein	4174865-4175998	
LA4208	1.071	0.932	0.886	0.909	0.914	1.032	0.965	0.87	0.83	0.85	0.85	0.96	0.9	hypothetical protein	4176002-4177837	
LA4209	1.631	1.076	2.051	1.887	1.069	1.327	1.601	0.66	1.26	1.16	0.66	0.81	0.98	hypothetical protein	4177839-4179926	
LA4210	2.531	1.48	5.56	6.119	2.458	2.171	4.832	0.58	2.2	2.42	0.97	0.86	1.91	Voltage-gated ClC-type chloride channel eriC	4180902-4182749	
LA4211	0.566	0.68	0.163	0.319	0.407	0.52	0.145	1.2	0.29	0.56	0.72	0.92	0.26	hypothetical protein	4182990-4183118	
LA4212	1.189	1.116	2.763	2.78	1.807	1.222	1.633	0.94	2.32	2.34	1.52	1.03	1.37	hypothetical protein	4183570-4184346	
LA4213	0.937	0.854	1.022	0.747	0.849	0.936	0.736	0.91	1.09	0.8	0.91	1	0.79	peptidase. M23/M37 family protein	4185227-4186237	
LA4214	1.317	0.969	2.481	1.604	0.998	1.311	1.318	0.74	1.88	1.22	0.76	1	1	CAAX amino terminal protease family	4184343-4185254	
LA4215	0.754	0.927	0.597	0.745	0.59	0.819	0.548	1.23	0.79	0.99	0.78	1.09	0.73	Strictosidine synthase precursor	4186230-4187306	
LA4216	2.454	3.546	2.895	2.802	3.207	1.71	2.504	1.44	1.18	1.14	1.31	0.7	1.02	Sulfite reductase	4187316-4188788	
LA4217	0.748	0.89	0.739	0.634	1.291	0.911	0.777	1.19	0.99	0.85	1.73	1.22	1.04	siroheme synthase	4189038-4189646	
LA4218	1.283	1.226	2.921	2.415	2.117	1.587	2.066	0.96	2.28	1.88	1.65	1.24	1.61	uroporphyrinogen III methyltransferase	4189636-4190475	
LA4219	0.961	1.169	1.23	1.057	1.091	0.89	1.184	1.22	1.28	1.1	1.14	0.93	1.23	CysC	4190479-4191729	
LA4220	1.451	1.709	2.107	2.348	3.36	1.346	2.013	1.18	1.45	1.62	2.32	0.93	1.39	sulfate adenylyltransferase subunit 2	4191729-4192646	
LA4221	1.062	1.497	1.566	1.312	2.38	1.399	1.341	1.41	1.47	1.24	2.24	1.32	1.26	Phosphoadenosine phosphosulfate reductase	4192643-4193383	
LA4222	0.864	1.331	0.751	0.665	2.952	0.965	0.654	1.54	0.87	0.77	3.42	1.12	0.76	hypothetical protein	4193313-4193423	
LA4223	0.667	0.791	0.439	0.398	0.495	0.557	0.35	1.19	0.66	0.6	0.74	0.84	0.52	hypothetical protein	4194021-4194221	
LA4224	1.802	1.688	3.597	3.631	1.681	1.603	3.836	0.94	2	2.01	0.93	0.89	2.13	styrene monooxygenase component 1-like protein	4195011-4196369	
LA4225	0.565	0.702	0.19	0.311	0.421	0.483	0.14	1.24	0.34	0.55	0.75	0.85	0.25	hypothetical protein	4197317-4197436	
LA4226	4.127	6.226	5.733	5.106	19.773	4.751	4.247	1.51	1.39	1.24	4.79	1.15	1.03	CAAX amino terminal protease family	4197749-4198660	
LA4227	1.538	1.059	2.564	2.557	1.367	1.644	2.227	0.69	1.67	1.66	0.89	1.07	1.45	hypothetical protein	4199625-4200746	
LA4228	1.001	0.877	1.394	0.873	0.916	1.247	1.156	0.88	1.39	0.87	0.92	1.25	1.15	Dipeptide transport system permease protein dppB	4200848-4201858	
LA4229	1.485	1.112	2.601	2.191	1.786	1.726	2.558	0.75	1.75	1.48	1.2	1.16	1.72	Dipeptide transport system permease protein dppC	4201819-4202898	
LA4230	1.216	1.088	2.502	2.498	1.142	1.466	2.544	0.89	2.06	2.05	0.94	1.21	2.09	Dipeptide transport ATP-binding protein dppD	4202895-4203896	
LA4231	0.781	0.899	0.439	0.6	0.711	0.811	0.516	1.15	0.56	0.77	0.91	1.04	0.66	Oligopeptide transport ATP-binding protein oppF	4203893-4204846	
LA4232	0.902	0.986	0.819	0.856	0.802	0.965	0.809	1.09	0.91	0.95	0.89	1.07	0.9	hypothetical protein	4204825-4206906	
LA4233	1.142	0.903	1.798	1.313	0.885	0.99	1.397	0.79	1.57	1.15	0.77	0.87	1.22	hypothetical protein	4206930-4207352	
LA4234	0.577	0.696	0.222	0.331	0.432	0.521	0.168	1.21	0.38	0.57	0.75	0.9	0.29	hypothetical protein	4207601-4207708	
LA4235	0.84	0.779	1.236	0.594	0.681	0.91	0.933	0.93	1.47	0.71	0.81	1.08	1.11	hypothetical protein	4207733-4208263	
LA4236	1.008	0.872	1.492	0.921	0.97	1.14	0.994	0.87	1.48	0.91	0.96	1.13	0.99	MutS-like mismatch repair protein. ATPase	4208352-4210184	
LA4237	1.126	0.923	1.338	0.807	1.601	1.28	0.924	0.82	1.19	0.72	1.42	1.14	0.82	hypothetical protein	4210181-4210417	
LA4238	0.79	0.851	0.495	0.413	0.705	1.024	0.675	1.08	0.63	0.52	0.89	1.3	0.85	hypothetical protein	4210422-4210529	
LA4239	0.857	1.157	0.347	0.482	0.683	0.68	0.396	1.35	0.4	0.56	0.8	0.79	0.46	hypothetical protein	4212605-4212712	
LA4240	20.775	33.768	5.522	6.861	26.841	4.787	4.738	1.63	0.27	0.33	1.29	0.23	0.23	hypothetical protein	4211011-4212633	
LA4241	0.703	0.85	0.344	0.37	0.503	0.617	0.335	1.21	0.49	0.53	0.72	0.88	0.48	hypothetical protein	4213068-4213202	
LA4242	4.035	3.89	1.888	1.9	4.871	1.719	1.95	0.96	0.47	0.47	1.21	0.43	0.48	ketol-acid reductoisomerase	4213216-4214340	
LA4243	1.058	0.985	1.606	1.828	1.041	1.296	1.654	0.93	1.52	1.73	0.98	1.22	1.56	Methyl-accepting chemotaxis protein	4215230-4216822	
LA4244	0.709	0.969	0.39	0.472	1.017	0.819	0.438	1.37	0.55	0.67	1.43	1.16	0.62	hypothetical protein	4217501-4217971	
LA4245	1.648	2.048	2.528	2.641	2.678	1.883	2.178	1.24	1.53	1.6	1.63	1.14	1.32	putative flavin-containing monooxygenase	4218339-4219772	
LA4246	1.874	4.09	3.006	2.239	1.864	2.005	2.231	2.18	1.6	1.19	0.99	1.07	1.19	phosphodiesterase/alkaline phosphatase D	4219880-4221211	
LA4247	0.864	0.968	0.724	0.732	0.916	0.905	0.9	1.12	0.84	0.85	1.06	1.05	1.04	probable phospholipase/Carboxylesterase family protein	4221218-4222039	
LA4248	1.756	1.295	3.687	3.464	1.395	1.756	2.8	0.74	2.1	1.97	0.79	1	1.59	probable Methylthioadenosine phosphorylase	4222691-4223554	
LA4249	1.252	1.023	1.983	1.817	1.369	1.621	1.945	0.82	1.58	1.45	1.09	1.29	1.55	Methyl-accepting chemotaxis protein	4224195-4225763	
LA4250	0.567	0.667	0.179	0.298	0.421	0.529	0.15	1.18	0.32	0.53	0.74	0.93	0.26	hypothetical protein	4225804-4225908	
LA4251	1.068	1.089	0.921	0.915	2.211	0.988	0.954	1.02	0.86	0.86	2.07	0.93	0.89	ADA regulatory protein	4226339-4227169	
LA4252	1.335	1.189	1.476	1.568	1.87	1.122	1.597	0.89	1.11	1.17	1.4	0.84	1.2	hypothetical protein	4227682-4228392	
LA4253	0.964	0.957	0.712	0.756	0.812	0.801	0.828	0.99	0.74	0.78	0.84	0.83	0.86	putative metal binding periplasmic protein	4228951-4229724	
LA4254	4.456	2.713	2.745	2.493	1.791	1.928	2.841	0.61	0.62	0.56	0.4	0.43	0.64	acetyl-coenzyme A synthetase	4229746-4231731	
LA4255	1.098	1.163	0.915	1.124	1.308	1.097	0.967	1.06	0.83	1.02	1.19	1	0.88	GTP cyclohydrolase I	4231810-4232361	
LA4256	0.917	0.963	0.677	0.73	0.792	0.935	0.84	1.05	0.74	0.8	0.86	1.02	0.92	Putative glycosyl transferase	4232755-4233966	
LA4257	1.105	1.038	1.378	1.256	0.891	1.265	1.173	0.94	1.25	1.14	0.81	1.14	1.06	hypothetical protein	4232662-4232766	
LA4258	1.425	1.818	1.751	1.511	1.389	1.335	1.745	1.28	1.23	1.06	0.97	0.94	1.22	hypothetical protein	4234480-4234968	
LA4259	0.803	1.019	0.562	0.704	1.022	0.792	0.737	1.27	0.7	0.88	1.27	0.99	0.92	transcriptional regulator. ArsR family	4234949-4235302	
LA4260	1.362	0.892	1.991	1.037	0.929	1.345	2.585	0.65	1.46	0.76	0.68	0.99	1.9	hypothetical protein	4235802-4235936	
LA4261	0.64	0.774	0.363	0.405	0.672	0.738	0.416	1.21	0.57	0.63	1.05	1.15	0.65	UDP-glucose 4-epimerase	4236576-4237535	
LA4262	1.21	1.211	1.193	1.003	0.99	0.945	0.894	1	0.99	0.83	0.82	0.78	0.74	hypothetical protein	4237631-4238035	
LA4263	1.468	0.99	2.029	1.074	1.37	1.449	1.454	0.67	1.38	0.73	0.93	0.99	0.99	hypothetical protein	4238414-4239202	
LA4264	1.279	1.293	2.323	2.54	1.167	1.469	2.191	1.01	1.82	1.99	0.91	1.15	1.71	Glycerol-3-phosphate dehydrogenase	4239308-4241737	
LA4265	0.617	0.636	0.216	0.3	0.504	0.538	0.304	1.03	0.35	0.49	0.82	0.87	0.49	hypothetical protein	4242454-4242564	
LA4266	2.424	1.751	3.947	3.711	1.747	2.23	3.121	0.72	1.63	1.53	0.72	0.92	1.29	5'-phosphoribosylglycinamide transformylase	4242776-4243939	
LA4267	0.904	1.169	0.85	1.113	3.723	1.261	0.893	1.29	0.94	1.23	4.12	1.39	0.99	hypothetical protein	4244096-4245253	
LA4268	0.625	0.771	0.246	0.35	0.505	0.607	0.171	1.23	0.39	0.56	0.81	0.97	0.27	hypothetical protein	4247095-4247229	
LA4269	0.748	0.907	0.395	0.493	0.809	0.844	0.429	1.21	0.53	0.66	1.08	1.13	0.57	transcriptional regulator. AraC family	4245479-4247110	
LA4270	13.787	2.768	2.949	2.986	2.899	3.303	2.939	0.2	0.21	0.22	0.21	0.24	0.21	hypothetical protein	4247670-4248575	
LA4271	0.522	0.613	0.149	0.289	0.378	0.48	0.117	1.17	0.29	0.55	0.72	0.92	0.22	hypothetical protein	4248720-4248854	
LA4272	7.865	2.749	6.102	6.129	2.292	2.963	5.089	0.35	0.78	0.78	0.29	0.38	0.65	hypothetical protein	4248930-4250882	
LA4273	1.327	0.981	1.013	0.998	0.819	0.994	0.952	0.74	0.76	0.75	0.62	0.75	0.72	hydrogenase-4 component B	4250901-4252622	
LA4274	1.579	1.011	1.827	1.643	1.112	1.361	1.728	0.64	1.16	1.04	0.7	0.86	1.09	Hydrogenase-4 component C	4252589-4253476	
LA4275	1.361	0.978	1.585	1.39	0.975	1.059	1.497	0.72	1.16	1.02	0.72	0.78	1.1	hydrogenase-4 component E	4253495-4254115	
LA4276	2.566	1.339	4.463	4.353	1.261	1.89	3.882	0.52	1.74	1.7	0.49	0.74	1.51	Hydrogenase-4 component F	4254112-4255320	
LA4277	1.914	1.254	2.02	1.772	1.196	1.319	2.174	0.66	1.06	0.93	0.62	0.69	1.14	Hydrogenase-3 component E	4255321-4256721	
LA4278	2.985	1.577	6.874	7.385	2.093	3.888	4.608	0.53	2.3	2.47	0.7	1.3	1.54	Formate hydrogenlyase subunit 7	4256718-4257539	
LA4279	0.66	0.8	0.21	0.356	0.466	0.606	0.168	1.21	0.32	0.54	0.71	0.92	0.25	hypothetical protein	4257717-4258505	
LA4280	0.649	0.819	0.24	0.383	0.509	0.635	0.191	1.26	0.37	0.59	0.78	0.98	0.29	hypothetical protein	4258502-4259047	
LA4281	0.696	0.884	0.216	0.369	0.487	0.592	0.182	1.27	0.31	0.53	0.7	0.85	0.26	hypothetical protein	4259012-4259419	
LA4282	0.983	0.951	1.634	1.394	1.058	1.345	1.299	0.97	1.66	1.42	1.08	1.37	1.32	hypothetical protein	4259531-4260946	
LA4283	0.547	0.639	0.156	0.302	0.398	0.531	0.12	1.17	0.29	0.55	0.73	0.97	0.22	hypothetical protein	4261120-4261230	
LA4284	0.595	0.745	0.25	0.308	0.49	0.601	0.197	1.25	0.42	0.52	0.82	1.01	0.33	hypothetical protein	4262044-4262154	
LA4285	0.765	0.882	0.539	0.483	0.685	0.754	0.478	1.15	0.7	0.63	0.9	0.99	0.62	hypothetical protein	4262120-4263049	
LA4286	1.471	0.927	2.643	1.915	1.26	1.494	1.96	0.63	1.8	1.3	0.86	1.02	1.33	hypothetical protein	4263163-4264053	
LA4287	1.178	0.951	2.875	2.695	1.065	1.043	1.792	0.81	2.44	2.29	0.9	0.89	1.52	ABC-type multidrug transport system. ATP-ase component	4264366-4264746	
LA4288	0.882	0.984	0.804	0.749	0.853	0.806	0.63	1.12	0.91	0.85	0.97	0.91	0.71	putative ABC transporter. ATP-binding protein	4264747-4265313	
LA4289	1.662	1.164	3.104	3.127	1.266	1.885	2.472	0.7	1.87	1.88	0.76	1.13	1.49	hypothetical protein	4265310-4266392	
LA4290	1.25	1.469	1.632	1.572	1.323	1.173	1.299	1.18	1.31	1.26	1.06	0.94	1.04	dihydroorotate dehydrogenase	4266389-4267537	
LA4291	4.22	5.373	5.455	4.825	2.183	2.928	4.897	1.27	1.29	1.14	0.52	0.69	1.16	hypothetical protein	4267641-4269083	
LA4292	1.804	2.715	1.691	1.177	1.609	1.16	1.313	1.5	0.94	0.65	0.89	0.64	0.73	hypothetical protein	4269073-4269678	
LA4293	1.007	1.097	1.074	0.728	1.465	1.099	0.996	1.09	1.07	0.72	1.45	1.09	0.99	hypothetical protein	4270157-4270831	
LA4294	0.958	0.97	1.096	1.076	0.985	1.028	1.065	1.01	1.14	1.12	1.03	1.07	1.11	Phosphoglycerate mutase family protein	4270861-4271421	
